ENSP00000000233,0.05089228,-0.062270407,-0.0012649447,0.0062112953,0.027341131,-0.06426723,0.0021430766,-0.048503958,0.021082534,0.031114317,-0.06325111,0.016900038,0.011390616,0.02926177,-0.03387228,-0.03173578,-0.020439573,-0.0038938755,-0.05671216,0.06510626,0.02794509,0.023751598,-0.00982116,0.004187852,-0.029121552,0.018720394,-0.027501766,-0.03819497,0.0022773407,-0.008505809,0.034332182,-0.0018389905,-0.020472642,-0.047637127,0.05541213,-0.050396167,-0.07334444,-0.030596936,-0.0033974885,-0.036392946,0.0453106,0.05872436,-0.069776215,-0.0026820116,0.055591546,-0.053426474,0.0150447115,0.019071408,0.04048228,-0.024840778,0.0050513525,-0.031346478,0.015197642,-0.006628574,-0.00058473647,0.046440322,-0.021950258,-0.06614324,-0.03216182,0.0021731104,0.031164408,0.06037911,-0.027015287,-0.00065174047,0.059825458,-0.0066223866,0.045831308,0.06991711,0.010151706,0.01671138,-0.04144411,-0.0014507528,-0.005151605,0.008401981,-0.020210892,-0.032361135,-0.0042768167,0.024045184,0.023008065,-0.05496519,-0.022959134,0.047624398,0.014614275,-0.039743412,-0.0040554563,-0.052277442,0.04160729,0.038638547,0.04506741,0.035500854,0.060647376,0.01693454,-0.009467256,0.07140027,-0.054565012,-0.015178081,0.035268903,0.0068159336,-0.016231602,0.039733347
ENSP00000272298,-0.0041167904,0.025034623,-0.036501914,-0.027830482,-0.015314201,0.03302305,-0.0047088824,-0.01122688,-0.057758704,-0.009250003,-0.057073496,0.064768426,-0.020528484,0.053729605,-0.00016675144,-0.06518244,0.0313919,-0.026433127,-0.015749788,0.0510742,0.031047255,0.0046530366,-0.038266502,-0.042628296,0.06262621,0.0054457774,-0.02016731,0.02195754,-0.020601721,-0.032056805,-0.009288518,-0.011546333,-0.005049873,0.06697676,0.019393507,0.0024267063,0.036062595,0.0004411582,-0.052967854,-0.033137083,0.00988447,0.06459573,-0.013503473,0.024990117,0.017093915,-0.037386846,0.0105317,0.033265945,-0.026151327,-0.055237137,0.0074935425,-0.07340161,0.0074734828,0.06899736,-0.022342961,-0.035102013,-0.010602614,0.015539417,-0.053091798,-0.03127675,-0.012224706,-0.003902601,0.05460469,0.0366857,-0.034860525,0.034144178,0.022149188,-0.009849456,0.019005496,-0.054662373,0.009420683,-0.042979594,-0.012937162,-0.042514443,0.007909289,-0.008708922,0.010363382,0.028182361,0.056887984,-0.020090846,0.032579206,-0.009466386,0.041561037,0.021542802,0.009078157,0.060850598,0.012913324,0.05453624,0.021649657,-0.034866244,0.034015983,0.078450575,-0.020197198,0.07433571,0.037853952,-0.004475265,0.010153934,0.042454608,-0.054028537,-0.022116492
ENSP00000256682,-0.00039418368,-0.000715934,0.025900021,-0.03355802,0.0276721,0.0026383325,0.049540255,0.028367613,-0.033008233,-0.004781212,-0.038088672,0.065798394,-0.019038748,0.038239628,0.032343127,0.020647312,0.016598513,-0.017842405,-0.058662497,0.040406685,-0.015957799,0.026514024,-0.010424383,-0.0046320744,-0.02391718,-0.036076374,-0.025836462,0.025243016,0.025623456,0.0055132704,0.056240525,0.03172477,-0.024561536,-0.0011091325,-0.009501552,0.00095917843,0.005572006,0.013026461,1.4701858e-05,-0.05702124,0.023103748,0.011639188,-0.051372796,0.019559506,-0.039738193,-0.053165562,-0.04391315,-0.010193072,0.05445803,0.02904598,-0.017919539,0.014974501,0.020670986,-0.02837643,0.04945406,-0.017695898,-0.0027993415,0.015902694,0.04952525,0.02307843,-0.012531724,0.060896322,0.038311,-0.0114131225,-0.023651924,-0.014156701,0.027659772,0.075489305,0.035133228,0.007886377,0.036199365,0.071507365,0.01652383,0.020078573,0.0008182783,0.025912102,0.0336064,0.000994246,0.05516489,-0.054761317,0.061279118,-0.037428632,-0.023249142,-0.037465576,-0.01568512,-0.046219677,0.068415366,-0.015758174,-0.0063017895,-0.00058713555,0.009587749,-0.027559925,-0.016241437,0.05178889,-0.011296165,0.021849364,-0.009204402,0.004962745,0.012112424,0.039369993
ENSP00000262812,0.03282155,-0.01223823,-0.052611355,-0.052367985,0.071829766,-0.029232077,0.036673833,0.015239297,0.017487034,-0.0016339498,-0.028525751,-0.025577199,0.011074975,-0.022966243,-0.02357002,-0.02857922,0.009427698,0.018965002,-0.04293141,-0.0013988493,-4.7640875e-05,0.001922518,0.05138114,-0.042335507,-0.03094505,-0.05219856,-0.02035856,0.012405212,-0.05282606,0.041520037,-0.017097432,-0.020107638,0.043361228,0.013418292,0.030427087,-0.02562645,-0.032211076,0.00094370404,0.0024345499,-0.032321166,0.04911395,0.03999567,-0.06406676,-0.053069174,0.05479736,-0.017455276,-0.055542763,0.020540822,-0.0033264728,0.043829948,0.000694453,0.009705296,-0.03260711,-0.013191068,0.05015996,0.034965575,-0.06133979,0.0011699251,-0.0034604492,-0.0461169,0.0236924,0.052390974,0.024536509,0.001858654,0.06563953,-0.020298043,0.07027405,0.046726108,0.028316755,0.008190812,-0.03108301,-0.020187393,-0.053571872,0.005235673,-0.011414301,-0.007953096,-0.0015596664,-0.0049565965,-0.034160703,-0.0049308483,0.033835266,0.012214909,0.0072362814,0.036199424,-0.00754162,-0.055394825,0.0577013,-0.008450954,-0.045633417,-0.028737968,0.005830133,-0.052880086,-0.01899178,-0.0041485406,-0.038831003,-0.04325116,0.048396386,0.032266483,0.02600696,0.039879877
ENSP00000266376,-0.008062136,-0.04593159,-0.033385452,0.0687624,-0.07104101,0.024792627,0.017756188,-0.010299659,-0.03623922,0.0022463696,0.011416725,0.018174326,0.07141313,0.058411483,-0.030554924,0.026572287,0.035846107,0.012063987,0.07359176,-0.030637259,-0.068594664,-0.04355202,0.012737206,0.0288089,0.074206635,-0.046940573,-0.04627949,-0.03794456,-0.045648992,0.01743536,-0.028824095,0.073532626,-0.040842198,-0.017055098,-0.01442375,0.03994793,-0.020222865,-0.013368512,-0.0248522,-0.044980682,0.022396252,0.0120753795,0.009312176,0.025223581,-0.0039803125,-0.0056983205,0.023952968,0.024059186,-0.010438809,-0.028247723,-0.0054057427,-0.04150568,-0.029770352,0.018551996,-0.07323976,-0.04215116,0.017041458,0.0142741185,-0.050739072,0.016750136,-0.036513902,-0.019183684,0.0327901,-0.044723332,-0.009828683,0.04296103,-0.013395029,0.025525156,-0.06276605,0.0041255215,-0.030269433,0.009574994,0.014300029,-0.023613585,0.033847407,-0.0040113833,0.07691999,-0.05757439,0.056051273,0.005810666,0.03271576,0.014376199,0.022183426,-0.013309419,0.011948078,0.073536575,0.003472785,0.0074631884,0.037981432,-0.03609937,0.038783178,0.069391295,0.042435948,0.031366687,-0.003992442,0.011227394,-0.0023182516,0.030958652,-0.007048565,0.007965906
ENSP00000297494,-0.06947853,-0.027133707,-0.010720371,0.038301967,-0.045691103,-0.0048597287,0.060042776,-0.04888596,0.021305699,-0.0011915569,-0.048116833,-3.2090116e-05,0.0065767905,0.057675213,-0.02937259,-0.029943747,0.056016408,-0.061050884,-0.017764533,0.053428125,-0.026342593,0.013409241,3.7704594e-05,-0.017438326,0.0082764365,-0.024878234,0.0013377299,0.021468591,-0.0077496306,0.021337345,-0.017709821,0.0341044,0.012458314,0.039545875,-0.043652844,0.022813682,0.04076051,-0.015975416,-0.07598311,0.018469505,0.023188293,0.029299157,0.02940735,0.00029037707,0.013380143,-0.049207587,-0.04716579,0.04165344,0.06144577,-0.036255952,0.0015931247,-0.04415553,-0.0491672,-0.016819509,-0.0041844975,-0.048372272,-0.0026977034,-0.0036024053,0.031131294,-0.062312696,-0.04264944,-0.028879924,0.017247438,-0.036377925,-0.007006456,0.015205216,0.009257978,0.026770458,0.03563408,-0.0633791,-0.018581487,0.017014602,-0.0179824,-0.024220517,0.027359907,0.03565872,0.029351316,-0.064521536,0.020102266,-0.022224523,0.0058087152,-0.01377838,-0.034282494,-0.049194448,0.06789187,0.040997744,0.052683048,0.022815557,0.06093011,0.021118183,0.057195645,0.025334489,0.01984835,-0.017235927,0.04843308,-0.013973592,0.06186617,-0.011014478,-0.040910915,0.048765987
ENSP00000320821,-0.004585539,0.009838375,0.031597633,0.00012484519,0.0264595,-0.0017917324,0.06899053,-0.011378162,-0.005217444,-0.031175662,0.0076955473,0.06302365,0.044628218,0.03453791,0.040638506,0.01169034,0.0036513023,-0.06507634,0.028066382,0.04280687,-0.019324675,0.041116793,-0.025167042,-0.019006629,0.030899413,-0.04135128,-0.011966883,0.002613184,-0.053403556,0.026304396,-0.0041172495,0.04355192,0.011700875,-0.072040066,0.001260858,-0.009494006,-0.026076874,-0.002015025,-0.008052437,0.014258396,0.052290693,-0.024520509,-0.023772838,0.008753292,0.027195979,0.0065583987,-0.018982831,0.033995844,0.0015014643,0.044551797,0.027823426,0.022025323,0.037256416,-0.0067677405,-0.033549856,0.047365338,-0.07006036,-0.0075484687,0.018479735,-0.049289215,-0.013758164,0.060240295,0.026089754,-0.0512354,-0.01692099,-0.03458699,0.031353325,0.0567333,0.0032968936,0.070695415,-0.017621543,0.041670203,-0.024501905,0.03330048,-0.04073755,-0.0020890543,0.017494809,-0.006689459,-0.025680222,-0.017178245,-0.010534938,0.04850257,-0.002229996,0.035352807,0.047354117,-0.050616544,0.04776344,0.03492062,-0.0074379826,-0.025010569,0.044093188,0.0002664465,0.043300956,-0.017484069,-0.008735845,0.0053405357,0.065665625,-0.017460432,0.020542286,-0.020535458
ENSP00000349259,0.040302567,-0.06233298,-0.03314194,0.020627517,-0.020167015,-0.00206684,0.043983653,-0.054874547,-0.011804746,-0.046652026,0.00041314284,0.07078585,-0.016314972,0.03398641,0.053494286,-0.028322607,-0.011323774,-0.036151033,-0.026221897,0.06009105,0.01836181,-0.011785555,-0.010357115,-0.057143226,-0.0334998,0.022493104,-0.020466726,-0.07221324,-0.0074050734,-0.0039221887,0.024879983,0.022467507,-0.023335047,0.0031409757,0.03632688,-0.068613544,-0.061265633,-0.033000156,0.016518181,-0.061273802,0.01382143,-0.0003456357,-0.023496384,-0.038136788,0.00052280165,0.022281576,-0.0011974196,-0.015271369,-0.033298366,0.032636546,-0.0037173596,-0.07679955,0.058704734,-0.055268846,-0.008432062,0.0055807154,0.036007468,-0.06286674,0.0010567349,-0.0019534288,0.05850022,0.042267185,0.057557676,-0.020599764,0.059708502,-0.026563697,0.044439048,0.07255968,-0.0050873086,0.037564177,0.044641748,-0.0042128908,-0.03281784,0.009832607,0.049943596,-0.030476544,0.015824571,-0.03397005,0.06571808,-0.06680466,0.0027563742,-0.025058247,0.024716381,0.0037684562,0.041524984,-0.07577152,0.06453415,0.054064635,0.04279557,0.06566224,0.019770443,-0.05036804,-0.021798657,-0.010869313,0.016918726,0.051178,-0.009309098,-0.00013764063,0.0021257363,0.01756452
ENSP00000355645,0.0070982175,0.02054012,-0.01612181,0.0169284,-0.00035441713,0.053318642,0.06994856,0.015572242,-0.035708938,0.026497982,-0.026699474,0.028609134,0.063703395,0.05998443,-0.040036224,0.026630433,0.047619794,-0.07161853,0.045796443,0.008877949,-0.059867296,-0.0065468857,-0.06860499,-0.005974939,0.065432504,0.036612675,-0.044600744,0.027307529,-0.050937176,0.0017766703,0.05757654,-0.008972866,0.008077659,0.044756923,0.0093502235,-0.017651016,0.0014090403,-0.05054285,-0.033581693,-0.04370408,-0.018767983,0.0070688683,0.006346977,0.031821422,0.03168861,-0.0050359373,0.042077392,0.033078052,0.035167225,-0.027182765,0.041480664,-0.025617111,-0.033473544,0.060500745,0.005213207,0.023025911,-0.0077077504,0.0013719765,-0.026379257,-0.0021322267,-0.017391708,0.039818265,0.033442177,-0.030404897,0.00974728,0.04430777,-0.0033093852,-0.0075516487,-0.03345465,-0.02702925,0.01907467,-0.002975909,-0.0057182135,-0.064487934,0.023612129,-0.037220392,0.0629638,-0.040332094,-0.011118257,0.019967342,0.010046057,0.018269902,1.8698163e-05,0.008378785,0.03761508,-0.021134172,0.034249507,0.020238249,0.007339731,0.057914197,0.016218374,0.010468076,0.043220643,0.017992385,-0.03559272,0.011191274,0.042811442,-0.010456781,-0.04409958,0.04827869
ENSP00000361057,-0.02401847,0.01522036,-0.014638272,0.0054749995,0.017066225,0.011906818,0.021119516,-0.025590345,-0.033914316,0.06222828,0.022673896,-0.0003601471,-0.024653964,-0.017366325,0.0088422,0.004039163,0.023463937,0.018106647,0.015353754,0.034922317,-0.012619621,0.00650054,-0.013337806,0.022730246,0.06146131,0.00072322553,0.050537933,0.0076373373,0.016260635,0.022177061,-0.024481649,0.051942296,0.03318168,-0.056382544,0.0054992493,-0.04164767,0.016266204,-0.061412215,-0.035971057,0.018736672,-0.022945644,-0.008980437,-0.054993488,-0.006269978,0.0030116355,-0.038032833,0.026931796,-0.012995443,0.07620027,0.030550838,0.058003146,-0.07371995,-0.0011382088,0.0026206952,0.04643475,0.04818161,-0.03324745,0.013582717,0.053653438,-0.041852552,0.021593584,0.003567941,0.029306533,0.0010352675,0.039730623,-0.041399237,0.046071295,0.06813739,0.016447099,0.07016823,0.04390514,0.0033250852,-0.031633247,0.022236697,-0.032513972,-0.040716134,0.03361012,-0.03985777,0.03729462,-0.051528953,0.01518675,0.0074741286,0.018192299,-0.014882845,0.046166755,0.009184292,0.06655387,0.021814462,0.056523856,0.0055539096,0.03139755,-0.03336697,-0.030769695,-0.012600638,-0.06685443,-0.008121828,0.052085392,-0.016544066,0.048503693,-0.022823175
